NCESSCH,STUDENT_COUNT
10159000547,0.0
10159000548,172.0
10159000860,0.0
10159001861,0.0
10159001869,414.0
10162000551,0.0
10162000552,0.0
10162000553,0.0
10162000555,0.0
10162000559,0.0
10162000563,0.0
10162000564,0.0
10162000565,0.0
10162001368,30.0
10162001517,0.0
10162001646,0.0
10162001665,0.0
10162001666,0.0
10162001824,3002.0
10164000567,672.0
10164000568,0.0
10164001788,0.0
10166000570,464.0
10166000571,482.0
10166001519,720.0
10166001771,0.0
10166001772,0.0
10166001791,0.0
10166001792,0.0
10166001793,0.0
10166001794,0.0
10166002418,0.0
10168000576,714.0
10168000864,0.0
10168001452,0.0
10168001520,0.0
10168002181,0.0
10169000579,0.0
10169000580,0.0
10169000581,0.0
10169000582,1214.0
10171000588,760.0
10171000589,0.0
10171000875,0.0
10171002156,0.0
10171002158,0.0
10171002162,850.0
10171002411,0.0
10172000594,998.0
10172001370,0.0
10172001795,0.0
10172001885,0.0
10173000328,0.0
10173000596,0.0
10173000597,0.0
10173000598,0.0
10173000599,1990.0
10173002356,0.0
10174000600,492.0
10174000602,0.0
10174000603,0.0
10174000604,730.0
10174000605,304.0
10174002120,0.0
10176000606,0.0
10176000607,0.0
10176000608,2350.0
10176000609,0.0
10176000610,0.0
10177000611,930.0
10177000612,474.0
10177000614,456.0
10177000615,1456.0
10177000616,0.0
10177000617,632.0
10177000882,0.0
10177000885,0.0
10177001668,0.0
10177002077,0.0
10177002078,0.0
10177002358,0.0
10180000533,0.0
10180000618,0.0
10180000620,0.0
10180000621,0.0
10180000622,0.0
10180000623,0.0
10180000624,0.0
10180000628,0.0
10180000629,3640.0
10180000630,0.0
10180000631,3746.0
10180000632,0.0
10180000634,0.0
10180000635,0.0
10180000636,1606.0
10180000638,0.0
10180000639,0.0
10180000640,0.0
10180000643,0.0
10180000644,0.0
10180000650,0.0
10180000651,0.0
10180000652,0.0
10180001374,892.0
10180001375,0.0
10180001379,0.0
10180001529,0.0
10180001530,0.0
10180001531,0.0
10180001651,1900.0
10180001653,0.0
10180001773,0.0
10180001774,0.0
10180001796,0.0
10180002093,0.0
10180002146,0.0
10180002172,0.0
10180002173,0.0
10180002379,0.0
10180002419,1654.0
10180002425,0.0
10183000654,0.0
10183000655,0.0
10183000656,0.0
10183000657,0.0
10183000658,0.0
10183000659,0.0
10183000662,602.0
10183000663,44.0
10183000666,0.0
10183000667,510.0
10183000668,292.0
10183000671,354.0
10183000888,0.0
10183000908,0.0
10183001532,620.0
10183001533,0.0
10183001534,0.0
10183001674,0.0
10183001751,936.0
10186000672,0.0
10186000673,908.0
10189000674,0.0
10189000675,0.0
10189000677,0.0
10189000678,1604.0
10189000679,0.0
10189001675,0.0
10192000466,0.0
10192000469,2754.0
10192000472,0.0
10192000483,0.0
10192000681,0.0
10192000684,0.0
10192000687,0.0
10192000689,0.0
10192000691,0.0
10192000692,0.0
10192000694,0.0
10192000695,0.0
10192000696,0.0
10192000697,0.0
10192000698,1088.0
10192000699,0.0
10192000701,0.0
10192000702,1612.0
10192000703,0.0
10192000704,766.0
10192000705,0.0
10192000706,2188.0
10192000710,0.0
10192000715,0.0
10192000716,0.0
10192000717,2232.0
10192000718,0.0
10192000720,0.0
10192000724,0.0
10192000725,2172.0
10192000727,0.0
10192000728,1494.0
10192000729,0.0
10192000730,0.0
10192000732,946.0
10192000733,0.0
10192000734,2088.0
10192000735,0.0
10192000736,0.0
10192000737,1038.0
10192000740,0.0
10192000744,2604.0
10192000749,0.0
10192000750,0.0
10192001453,0.0
10192001539,0.0
10192001542,0.0
10192001543,0.0
10192001574,0.0
10192001680,78.0
10192001752,2060.0
10192001862,0.0
10192002079,0.0
10192002080,0.0
10192002117,0.0
10192002166,0.0
10192002174,0.0
10192002182,0.0
10192002421,0.0
10195000756,444.0
10195000757,0.0
10195000941,0.0
10195001511,600.0
10195001720,356.0
10198000759,420.0
10198000760,0.0
10198001544,0.0
10201000762,0.0
10201000764,1030.0
10201000765,806.0
10201000767,758.0
10201000769,0.0
10201000770,630.0
10201000772,814.0
10201000773,0.0
10201000774,218.0
10201000775,858.0
10201001545,0.0
10204000776,200.0
10204000777,0.0
10204000778,0.0
10204000779,0.0
10204000780,568.0
10204000781,0.0
10204000783,1232.0
10204000785,0.0
10204000786,0.0
10204000787,0.0
10204000788,0.0
10204000958,0.0
10204001410,0.0
10204001546,762.0
10204002211,24.0
10207000284,0.0
10207000285,0.0
10207000290,0.0
10207000296,0.0
10207000486,0.0
10207000790,1398.0
10207000791,706.0
10207000792,302.0
10207000793,0.0
10207000794,0.0
10207000795,2878.0
10207000796,0.0
10207002188,0.0
10207002197,956.0
10210000797,1206.0
10210000799,708.0
10210000800,1396.0
10210000802,0.0
10210000805,0.0
10210000806,0.0
10210000808,598.0
10210000810,968.0
10210000959,0.0
10210001454,0.0
10210001549,818.0
10210002081,0.0
10210002164,0.0
10213000811,0.0
10213000812,0.0
10213000813,336.0
10216000815,470.0
10216000816,0.0
10216000817,538.0
10216000821,0.0
10216001578,0.0
10216001635,0.0
10216001636,0.0
10216001637,0.0
10219000824,248.0
10219000826,0.0
10219000827,0.0
10219000829,0.0
10219001811,1054.0
10219001863,0.0
10219002353,0.0
10222000030,0.0
10222000556,1024.0
10222000560,0.0
10222000566,0.0
10222000835,0.0
10222000836,2676.0
10222000837,0.0
10222000838,0.0
10222000842,0.0
10222000843,774.0
10222000844,0.0
10222000846,0.0
10222000848,3658.0
10222000850,0.0
10222000978,0.0
10222000984,0.0
10222001411,0.0
10222001412,0.0
10222001433,0.0
10222001513,0.0
10222001683,2742.0
10222001684,0.0
10222001731,0.0
10222001820,0.0
10222001821,1214.0
10222002082,0.0
10222002163,0.0
10222002178,0.0
10222002376,0.0
10225000852,136.0
10225000856,176.0
10225000857,376.0
10231000861,0.0
10231000862,142.0
10231000863,354.0
10231000865,0.0
10231000866,242.0
10231000867,0.0
10231000868,1050.0
10231000869,302.0
10231000985,16.0
10231001455,0.0
10231001552,0.0
10231002160,0.0
10235000890,0.0
10235000891,704.0
10235000892,0.0
10235001381,0.0
10237000572,0.0
10237000895,0.0
10237000896,0.0
10237000897,0.0
10237000898,1766.0
10237000899,5642.0
10237000900,1960.0
10237000901,0.0
10237000902,0.0
10237000904,0.0
10237000906,1594.0
10237000907,0.0
10237000910,0.0
10237000911,0.0
10237000912,3102.0
10237000913,0.0
10237000914,0.0
10237000915,0.0
10237000916,0.0
10237000919,0.0
10237000920,0.0
10237000922,0.0
10237000924,0.0
10237000927,0.0
10237000928,0.0
10237000930,0.0
10237000931,0.0
10237000932,0.0
10237000934,4298.0
10237000935,0.0
10237000936,0.0
10237000938,0.0
10237000939,0.0
10237000940,0.0
10237000942,3986.0
10237000943,0.0
10237000944,0.0
10237000946,0.0
10237000947,0.0
10237000949,0.0
10237000954,0.0
10237000955,0.0
10237000956,0.0
10237000960,0.0
10237000961,0.0
10237000962,1530.0
10237000963,0.0
10237000964,1286.0
10237000965,0.0
10237000966,0.0
10237000968,0.0
10237000969,1054.0
10237000970,0.0
10237000989,3428.0
10237000990,0.0
10237000992,0.0
10237001028,0.0
10237001030,0.0
10237001038,0.0
10237001083,0.0
10237001086,0.0
10237001414,0.0
10237001435,0.0
10237001436,0.0
10237001437,0.0
10237001438,0.0
10237001516,0.0
10237001556,0.0
10237001559,0.0
10237001560,0.0
10237001595,0.0
10237001597,0.0
10237001605,0.0
10237001617,0.0
10237001618,308.0
10237001619,0.0
10237001620,0.0
10237001686,54.0
10237001688,3200.0
10237001689,0.0
10237001732,0.0
10237001775,0.0
10237001799,0.0
10237001813,0.0
10237002083,0.0
10237002136,0.0
10237002168,0.0
10237002177,94.0
10237002202,0.0
10237002208,0.0
10240000973,936.0
10240000975,626.0
10240000979,158.0
10240000980,476.0
10240000981,0.0
10240000983,0.0
10240001087,0.0
10240001094,0.0
10240001562,0.0
10243000504,1000.0
10243000512,0.0
10243000991,0.0
10243000993,0.0
10243000995,0.0
10243000996,0.0
10243000998,0.0
10243001001,0.0
10243001004,0.0
10243001006,0.0
10243001007,0.0
10243001008,0.0
10243001009,0.0
10243001010,0.0
10243001011,42.0
10243001012,0.0
10243001013,0.0
10243001014,0.0
10243001015,2448.0
10243001016,0.0
10243001017,0.0
10243001021,0.0
10243001022,0.0
10243001024,3778.0
10243001025,0.0
10243001027,0.0
10243001031,0.0
10243001034,0.0
10243001035,3028.0
10243001036,2008.0
10243001037,0.0
10243001039,0.0
10243001101,0.0
10243001105,0.0
10243001111,0.0
10243001392,0.0
10243001417,998.0
10243001439,0.0
10243001457,1156.0
10243001458,0.0
10243001459,0.0
10243001524,0.0
10243001563,0.0
10243001564,0.0
10243001691,96.0
10243001753,0.0
10243001776,0.0
10243001777,0.0
10243002084,0.0
10243002151,0.0
10243002152,0.0
10243002157,0.0
10243002207,0.0
10243002214,2642.0
10243002413,0.0
10248000202,0.0
10248000204,0.0
10248000212,0.0
10248000574,0.0
10248001041,0.0
10248001042,858.0
10248001043,0.0
10248001044,464.0
10248001046,0.0
10248001048,924.0
10248001050,0.0
10248001051,0.0
10248001052,772.0
10248001121,0.0
10248001440,0.0
10248001526,0.0
10248001696,1658.0
10248001864,0.0
10248001871,0.0
10249001053,0.0
10249001054,0.0
10249001055,0.0
10249001056,2158.0
10249001057,714.0
10249001058,0.0
10252001059,0.0
10252001060,0.0
10252001062,1772.0
10252001063,0.0
10252001382,0.0
10252001424,0.0
10252001800,0.0
10255000583,0.0
10255001064,900.0
10255002355,0.0
10258000093,0.0
10258000349,0.0
10258001067,0.0
10258001068,0.0
10258001070,2530.0
10258001071,2.0
10258001566,0.0
10258001778,0.0
10258002098,0.0
10261001073,722.0
10261001074,0.0
10261001078,0.0
10263501075,2558.0
10263501076,0.0
10263501383,2.0
10263501384,0.0
10263501733,0.0
10263501865,0.0
10263502099,0.0
10264001080,1344.0
10264001081,0.0
10264001084,0.0
10264001085,0.0
10264001385,0.0
10264001386,0.0
10265001469,0.0
10265001541,0.0
10265001569,0.0
10265001570,0.0
10265001572,0.0
10265001573,2336.0
10265001722,0.0
10265001883,0.0
10267001577,426.0
10267001734,470.0
10270001088,2552.0
10270001089,0.0
10270001090,0.0
10270001091,0.0
10270001092,0.0
10270001093,0.0
10270001096,0.0
10270001547,0.0
10270001548,0.0
10270002140,928.0
10270002179,0.0
10270002414,0.0
10273001097,0.0
10273001098,544.0
10273001099,0.0
10273001102,378.0
10273001103,0.0
10273001104,748.0
10273001106,0.0
10273001131,0.0
10276001108,752.0
10276001109,0.0
10276001818,0.0
10279001110,0.0
10279001112,734.0
10279001113,0.0
10279001114,554.0
10279001115,0.0
10279001137,0.0
10279002155,0.0
10282001119,646.0
10282001122,0.0
10282001123,312.0
10282001124,0.0
10282001125,488.0
10282001139,0.0
10282002171,0.0
10285001126,958.0
10285001127,0.0
10285001128,0.0
10285001387,0.0
10288001132,0.0
10288001133,0.0
10288001134,0.0
10288001135,0.0
10288001155,0.0
10288001441,0.0
10288001802,1950.0
10288002192,0.0
10291001140,0.0
10291001141,4.0
10291001142,1484.0
10291001143,0.0
10294001144,0.0
10294001145,0.0
10294001147,1598.0
10294001148,0.0
10294001486,0.0
10294001587,0.0
10297000152,0.0
10297000540,0.0
10297001149,0.0
10297001150,0.0
10297001151,0.0
10297001153,0.0
10297001154,0.0
10297001156,0.0
10297001157,0.0
10297001158,0.0
10297001160,1722.0
10297001161,0.0
10297001872,0.0
10300000160,0.0
10300001164,566.0
10300001167,0.0
10300001168,0.0
10303000031,0.0
10303000124,0.0
10303000324,0.0
10303001169,0.0
10303001170,1532.0
10303001171,2424.0
10303001173,0.0
10303001174,1240.0
10303001175,0.0
10303001176,0.0
10303001177,790.0
10303001178,0.0
10303001181,0.0
10303001186,0.0
10303001187,532.0
10303001188,0.0
10303001189,3116.0
10303001190,0.0
10303001418,0.0
10303001442,0.0
10303001588,0.0
10303001621,0.0
10303001803,24.0
10303001804,0.0
10303001822,0.0
10303001868,0.0
10303002085,0.0
10303002128,0.0
10303002189,0.0
10303002191,2432.0
10303002199,0.0
10306200217,0.0
10306200219,0.0
10306200322,0.0
10306200520,0.0
10306201172,0.0
10306201180,0.0
10306201362,922.0
10306201367,1102.0
10306201372,0.0
10306201376,320.0
10306201377,1398.0
10306201378,0.0
10306201537,0.0
10306201590,0.0
10306201591,1360.0
10306201622,0.0
10306201779,0.0
10306201877,0.0
10306202170,0.0
10309001192,0.0
10309001193,0.0
10309001194,0.0
10309001195,0.0
10309001592,0.0
10309002201,1040.0
10312001199,0.0
10312001200,1394.0
10312001594,0.0
10312002100,0.0
10315001201,0.0
10315001203,0.0
10315001205,0.0
10315001207,1042.0
10315001208,0.0
10315001390,0.0
10315001724,0.0
10318000577,0.0
10318001206,0.0
10318001209,0.0
10318001210,624.0
10318001211,0.0
10318001212,0.0
10318001213,880.0
10318001214,1088.0
10318001215,258.0
10318001216,460.0
10318001220,1076.0
10318001226,312.0
10318001443,0.0
10318001599,0.0
10318001756,0.0
10318001805,0.0
10318001806,0.0
10318002086,0.0
10321000038,498.0
10321001228,0.0
10321001229,784.0
10321001234,540.0
10321002364,0.0
10324001236,0.0
10324001238,1138.0
10324001601,0.0
10327001239,0.0
10327001240,626.0
10327002138,0.0
10330001247,0.0
10330001248,816.0
10330001701,0.0
10333001395,0.0
10333001602,1252.0
10333001603,0.0
10333001807,0.0
10336000584,0.0
10336001250,0.0
10336001251,0.0
10336001252,0.0
10336001255,0.0
10336001256,0.0
10336001257,0.0
10336001260,0.0
10336001266,0.0
10336001268,0.0
10336001269,0.0
10336001271,0.0
10336001399,0.0
10336001608,1476.0
10336001610,42.0
10336001632,0.0
10336001881,0.0
10336001889,0.0
10336002101,2244.0
10336002102,2032.0
10336002134,0.0
10336002143,0.0
10336002145,0.0
10339000052,2704.0
10339000233,0.0
10339001272,0.0
10339001273,0.0
10339001274,2010.0
10339001275,0.0
10339001276,0.0
10339001277,0.0
10339001278,0.0
10339001279,0.0
10339001280,0.0
10339001282,860.0
10339001283,0.0
10339001284,0.0
10339001285,0.0
10339001287,940.0
10339001289,0.0
10339001291,3116.0
10339001292,0.0
10339001293,0.0
10339001294,0.0
10339001295,0.0
10339001445,0.0
10339001462,0.0
10339001540,0.0
10339001633,0.0
10339001702,38.0
10339001880,0.0
10339001882,0.0
10339001887,0.0
10339002087,0.0
10339002088,0.0
10339002153,1026.0
10339002154,0.0
10339002350,0.0
10342001297,912.0
10342001298,0.0
10342001299,0.0
10342001300,0.0
10342001400,0.0
10342001656,0.0
10343001301,0.0
10343001302,0.0
10343001303,0.0
10343001304,4072.0
10343001425,0.0
10343001757,0.0
10343002103,0.0
10343002135,0.0
10345000131,0.0
10345000135,794.0
10345001225,0.0
10345001237,0.0
10345001305,0.0
10345001307,0.0
10345001308,1014.0
10345001309,0.0
10345001310,960.0
10345001311,998.0
10345001317,0.0
10345001319,0.0
10345001320,788.0
10345001321,0.0
10345001325,0.0
10345001611,0.0
10345001703,0.0
10345002377,0.0
10348001242,0.0
10348001332,0.0
10348001333,0.0
10348001335,528.0
10348001336,294.0
10348001337,492.0
10348001338,214.0
10348001339,322.0
10351000325,0.0
10351001342,0.0
10351001344,0.0
10351001419,0.0
10351001780,1120.0
10351001809,0.0
10354000343,0.0
10354001355,812.0
10354001613,0.0
10358001243,0.0
10358001356,440.0
10358001357,570.0
10358001358,0.0
10358001359,312.0
10358001360,374.0
10358001463,0.0
10358001464,0.0
10358001465,0.0
10358001466,0.0
20000100206,66.0
20000100208,536.0
20000100209,86.0
20000100210,126.0
20000100211,68.0
20000100212,66.0
20000100213,116.0
20000100214,100.0
20000100215,8.0
20000100318,216.0
20000100389,66.0
20000100391,50.0
20000100392,58.0
20000100406,100.0
20000100408,22.0
20000100409,50.0
20000100438,106.0
20000100439,82.0
20000100440,74.0
20000100441,104.0
20000100474,42.0
20000100475,20.0
20000100476,16.0
20000100619,48.0
20000100620,20.0
20000300216,116.0
20000300217,88.0
20000300218,70.0
20000300219,232.0
20000300220,84.0
20000300222,48.0
20000300410,60.0
20000300411,84.0
20000300412,142.0
20000300413,30.0
20000400579,112.0
20000400623,58.0
20000400624,58.0
20000500582,156.0
20000600558,864.0
20000700004,2.0
20000700007,4.0
20000700177,52.0
20000700461,76.0
20001000005,6.0
20001000080,6.0
20002000012,116.0
20002000013,54.0
20002000014,120.0
20002000015,100.0
20002000016,38.0
20002000017,92.0
20002000018,16.0
20002000019,28.0
20002000421,44.0
20002000422,18.0
20002000423,76.0
